cod_local; endereco_formatado; lat; lng
05021; AV SALIM F MALUF, 70, Sao Paulo, SP ; -23.5360244; -46.5829653 
05022; AV VER ABEL FERREIRA A MAIS 60M DA PCA PROF AUGUSTO BAILOT, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05023; AV VER ABEL FERREIRA A MENOS 60M DA PCA PROF AUGUSTO BAILOT, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05024; RUA MELO FREIRE A MENOS 60M DO VIADUTO PIRES DO RIO, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05026; AV DR LUIS AYRES A MAIS 70M DO VD ITINGUCU, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05027; AV DR LUIS AYRES A MENOS 70M DO VD ITINGUCU, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05029; AV ARICANDUVA A MAIS 110M DA AV AFONSO DE S. E SOUZA , 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05033; AV IBIRAPUERA A MAIS 60M DA RUA PRESTES JOAO, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05034; RUA VERGUEIRO, 2469, Sao Paulo, SP ; -23.5833446; -46.6368975 
05035; RUA VERGUEIRO, 2469, Sao Paulo, SP ; -23.5833446; -46.6368975 
05036; RUA DOMINGOS DE MORAIS, 2786, Sao Paulo, SP ; -23.6007919; -46.636772 
05037; RUA DOMINGOS DE MORAIS, 2777, Sao Paulo, SP ; -23.6006305; -46.636549 
05039; AVENIDA JABAQUARA, 240, Sao Paulo, SP ; -23.6061425; -46.6373971 
05040; AVENIDA JABAQUARA, 2180, Sao Paulo, SP ; -23.6235236; -46.6405069 
05042; AVENIDA RICARDO JAFET, 1900, Sao Paulo, SP ; -23.5917788; -46.6209298 
05043; AVENIDA RICARDO JAFET, 2017, Sao Paulo, SP ; -23.5945081; -46.6207095 
05044; AVENIDA NAZARE, 1177, Sao Paulo, SP ; -23.5944718; -46.609933 
05045; AV DOM PEDRO I, 566, Sao Paulo, SP ; -23.5703321; -46.6114455 
05046; AV DOM PEDRO I, 385, Sao Paulo, SP ; -23.5686534; -46.6111033 
05047; AV CARLOS CALDEIRA A MENOS 110M DA R ROGERIO DE PAULA BRITO, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05048; AVENIDA PROFESSOR FRANCISCO MORATO, 2300, Sao Paulo, SP ; -23.5851349; -46.7205665 
05049; AVENIDA PROFESSOR FRANCISCO MORATO, 2077, Sao Paulo, SP ; -23.5848935; -46.7187118 
05052; AVENIDA WASHINGTON LUIS, 5995, Sao Paulo, SP ; -23.6290122; -46.6656733 
05053; AVENIDA WASHINGTON LUIS, 6809, Sao Paulo, SP ; -23.6242312; -46.6617759 
05054; AVENIDA WASHINGTON LUIS, 6675, Sao Paulo, SP ; -23.6253757; -46.6620121 
05056; AV PROF VICENTE RAO, 429, Sao Paulo, SP ; -23.6289332; -46.6846592 
05057; AV PRES CASTELO BRANCO A MAIS 70M DA PONTE DAS BANDEIRAS, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05058; AV MARG TIETE, 70, Sao Paulo, SP ; -23.5304033; -46.7504314 
05059; AV ASSIS CHATEAUBRIAND PTA LOCAL A MENOS 70M DA PT DAS BANDEIRAS, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05060; AV MARG TIETE, 70, Sao Paulo, SP ; -23.5304033; -46.7504314 
05061; AV MARG PINHEIROS A MENOS 70M DA PTE ENG ROBERTO R ZUCCOLO, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05062; R SAO BONIFACIO A MAIS 70M DA PTE ENG ROBERTO R ZUCCOLO, 0, Sao Paulo, SP ; -23.5505199; -46.6333094 
05063; AVENIDA DOS BANDEIRANTES, 2845, Sao Paulo, SP ; -23.6118148; -46.6730586 
05064; AVENIDA DOS BANDEIRANTES, 3000, Sao Paulo, SP ; -23.6155918; -46.6673162 
06000; R. NOVA BRASILIA, 0, Sao Paulo, SP ; -23.5957272; -46.5059831 
06001; R. NOVA BRASILIA, 0, Sao Paulo, SP ; -23.5957272; -46.5059831 
06002; RUA ANA CLARA, 0, Sao Paulo, SP ; -23.6096403; -46.5328763 
06003; AV ENG HEITOR ANTONIO EIRAS GARCIA, 0, Sao Paulo, SP ; -23.5740407; -46.735779 
06004; AV ENG HEITOR ANTONIO EIRAS GARCIA, 0, Sao Paulo, SP ; -23.5740407; -46.735779 
06005; R. CEL. DIOGO, 0, Sao Paulo, SP ; -23.5783452; -46.6279529 
06006; R. CEL. DIOGO, 0, Sao Paulo, SP ; -23.5783452; -46.6279529 
06007; AV. SADAMU INOUE, 2666, Sao Paulo, SP ; -23.7933184; -46.7293909 
06008; AV. SADAMU INOUE, 2666, Sao Paulo, SP ; -23.7933184; -46.7293909 
06009; AV. SADAMU INOUE, 6291, Sao Paulo, SP ; -23.8247379; -46.7342638 
06010; AV. SADAMU INOUE, 6291, Sao Paulo, SP ; -23.8247379; -46.7342638 
06011; AV. SAPOPEMBA, 0, Sao Paulo, SP ; -23.5580686; -46.5773667 
06012; AV. SAPOPEMBA, 0, Sao Paulo, SP ; -23.5580686; -46.5773667 
06013; R. HENRIQUE SAM MINDLIN , 0, Sao Paulo, SP ; -23.6783599; -46.7767223 
06014; R. HENRIQUE SAM MINDLIN , 0, Sao Paulo, SP ; -23.6783599; -46.7767223 
06015; AV. FRANCISCO DE PAULA Q. RIBEIRO , 0, Sao Paulo, SP ; -23.647247; -46.640899 
06016; AV. FRANCISCO DE PAULA Q. RIBEIRO , 0, Sao Paulo, SP ; -23.647247; -46.640899 
06017; AV. DO CURSINO, 6319, Sao Paulo, SP ; -23.6554709; -46.6139829 
06018; AV. DO CURSINO, 6319, Sao Paulo, SP ; -23.6554709; -46.6139829 
06019; ESTRADA DO M BOI MIRIM, 6880, Sao Paulo, SP ; -23.7011661; -46.7816799 
06020; ESTRADA DO M BOI MIRIM, 6880, Sao Paulo, SP ; -23.7011661; -46.7816799 
06021; AV. IV CENTENARIO, 0, Sao Paulo, SP ; -23.044608; -47.8413425 
06022; AV. IV CENTENARIO, 0, Sao Paulo, SP ; -23.044608; -47.8413425 
06023; R. PADRE ARLINDO VIEIRA , 0, Sao Paulo, SP ; -23.6224333; -46.6018546 
06024; R. PADRE ARLINDO VIEIRA , 0, Sao Paulo, SP ; -23.6224333; -46.6018546 
06025; AV. ANGELO CRISTIANINI , 0, Sao Paulo, SP ; -23.6813151; -46.6382651 
06026; AV. ANGELO CRISTIANINI , 0, Sao Paulo, SP ; -23.6813151; -46.6382651 
06027; AV. DO ORATORIO , 0, Sao Paulo, SP ; -23.5828436; -46.5628498 
06028; AV. DO ORATORIO , 0, Sao Paulo, SP ; -23.5828436; -46.5628498 
06029; AV. VILA EMA , 0, Sao Paulo, SP ; -23.5776414; -46.5759031 
06030; AV. VILA EMA , 0, Sao Paulo, SP ; -23.5776414; -46.5759031 
06031; RUA DOM VILARES , 0, Sao Paulo, SP ; -23.6261881; -46.6191252 
06032; RUA DOM VILARES , 0, Sao Paulo, SP ; -23.6261881; -46.6191252 
06033; AV. PEDRO BUENO , 0, Sao Paulo, SP ; -23.6315234; -46.6467451 
06034; AV. PEDRO BUENO , 0, Sao Paulo, SP ; -23.6315234; -46.6467451 
06035; R. DR. FRANCISCO THOMAZ DE CARVALHO, 0, Sao Paulo, SP ; -23.6955973; -46.7552603 
06036; R. DR. FRANCISCO THOMAZ DE CARVALHO, 0, Sao Paulo, SP ; -23.6955973; -46.7552603 
06037; RUA VERGUEIRO , 0, Sao Paulo, SP ; -23.5620534; -46.638796 
06038; R. VERGUEIRO , 0, Sao Paulo, SP ; -23.5620534; -46.638796 
06039; RUA SOLIDONIO LEITE , 0, Sao Paulo, SP ; -23.5777083; -46.5574595 
06040; R. SOLIDONIO LEITE , 0, Sao Paulo, SP ; -23.5777083; -46.5574595 
06041; R. NOSSA SENHORA DA SAUDE, 0, Sao Paulo, SP ; -23.6228735; -46.6201318 
06042; R. NOSSA SENHORA DA SAUDE, 0, Sao Paulo, SP ; -23.6228735; -46.6201318 
06043; AV. ENG. OSCAR AMERICANO, 0, Sao Paulo, SP ; -23.5863933; -46.6983492 
06044; AV. INTERLAGOS, 7.228, Sao Paulo, SP ; -23.7091519; -46.7031925 
06045; AV. INTERLAGOS, 7.228, Sao Paulo, SP ; -23.7091519; -46.7031925 
06046; AV. SENADOR TEOTONIO VILELA, 0, Sao Paulo, SP ; -23.7013273; -46.7014337 
06047; AV. PROF. FRANCISCO MORATO, 4.498, Sao Paulo, SP ; -23.5952496; -46.738869 
06048; AV. DR. GENTIL DE MOURA, 0, Sao Paulo, SP ; -23.6026223; -46.6148522 
06049; AV. DONA BELMIRA MARIN, 0, Sao Paulo, SP ; -23.7332576; -46.6982356 
06050; AV. DONA BELMIRA MARIN, 0, Sao Paulo, SP ; -23.7332576; -46.6982356 
06051; AV. ZELINA, 0, Sao Paulo, SP ; -23.5895172; -46.5787291 
06052; AV. ZELINA, 0, Sao Paulo, SP ; -23.5895172; -46.5787291 
06053; R. FRANCISCO REBELO, 0, Sao Paulo, SP ; -23.6017981; -46.5568219 
06054; R. OLIVIA GUEDES PENTEADO, 0, Sao Paulo, SP ; -23.6676656; -46.7131865 
06055; R. OLIVIA GUEDES PENTEADO, 0, Sao Paulo, SP ; -23.6676656; -46.7131865 
06056; AV. DR. GUILHERME DUMONT VILARES, 1093, Sao Paulo, SP ; -23.6131552; -46.7412041 
06057; AV. COM. SANT ANNA, 0, Sao Paulo, SP ; -23.6761312; -46.7741317 
06058; AV. COM. SANT ANNA, 0, Sao Paulo, SP ; -23.6761312; -46.7741317 
06059; AV. MARIA COELHO AGUIAR, 0, Sao Paulo, SP ; -23.6449123; -46.7299828 
06060; AV. MARIA COELHO AGUIAR, 0, Sao Paulo, SP ; -23.6449123; -46.7299828 
06061; R. DO LAVAPES, 598, Sao Paulo, SP ; -23.5616174; -46.6268296 
06062; ESTR. DO ALVARENGA, 0, Sao Paulo, SP ; -23.6985364; -46.6726636 
06063; ESTR. DO ALVARENGA, 0, Sao Paulo, SP ; -23.6985364; -46.6726636 
06064; R. JOSE RAMON URTIZA, 0, Sao Paulo, SP ; -23.6382939; -46.736734 
06065; R. JOSE RAMON URTIZA, 0, Sao Paulo, SP ; -23.6382939; -46.736734 
06066; R. ENG. RANULFO PINHEIRO DE LIMA, 0, Sao Paulo, SP ; -23.5842642; -46.6144006 
06067; AV. GIOVANNI GRONCHI, 3107, Sao Paulo, SP ; -23.6087117; -46.7260691 
06068; AV. GIOVANNI GRONCHI, 3107, Sao Paulo, SP ; -23.6087117; -46.7260691 
06069; ESTRADA DA BARREIRA GRANDE, 0, Sao Paulo, SP ; -23.5840307; -46.5344961 
06070; ESTRADA DA BARREIRA GRANDE, 0, Sao Paulo, SP ; -23.5840307; -46.5344961 
06071; ESTRADA DA BARREIRA GRANDE, 2079, Sao Paulo, SP ; -23.587176; -46.5161354 
06072; ESTRADA DA BARREIRA GRANDE, 2079, Sao Paulo, SP ; -23.587176; -46.5161354 
06073; AV. ENG. ALBERTO DE ZAGOTTIS, 0, Sao Paulo, SP ; -23.6743421; -46.6975126 
06074; AV. ENG. ALBERTO DE ZAGOTTIS, 0, Sao Paulo, SP ; -23.6743421; -46.6975126 
06075; ESTRADA DO CAMPO LIMPO, 0, Sao Paulo, SP ; -23.6486115; -46.7539805 
06076; R. COSTA BARROS, 1448, Sao Paulo, SP ; -23.5985712; -46.5532146 
06077; R. COSTA BARROS, 1448, Sao Paulo, SP ; -23.5985712; -46.5532146 
06078; R.MAL. HASTIMPHILO DE MOURA, 0, Sao Paulo, SP ; -23.6151482; -46.7340536 
06079; R.MAL. HASTIMPHILO DE MOURA, 0, Sao Paulo, SP ; -23.6151482; -46.7340536 
06080; AV. PRES. ALTINO, 0, Sao Paulo, SP ; -23.5548657; -46.7514067 
06081; AV. PRES. ALTINO, 0, Sao Paulo, SP ; -23.5548657; -46.7514067 
06082; ESTRADA DO CAMPO LIMPO, 5211, Sao Paulo, SP ; -23.6220972; -46.7593438 
06083; ESTRADA DO CAMPO LIMPO, 5211, Sao Paulo, SP ; -23.6220972; -46.7593438 
06084; R. RIBEIRO LACERDA, 0, Sao Paulo, SP ; -23.6193181; -46.6233943 
06085; R. RIBEIRO LACERDA, 0, Sao Paulo, SP ; -23.6193181; -46.6233943 
06086; AV. DO RIO BONITO, 0, Sao Paulo, SP ; -23.6756731; -46.7123152 
06087; AV. DO RIO BONITO, 0, Sao Paulo, SP ; -23.6756731; -46.7123152 
06088; TUNEL SEBASTIAO CAMARGO , 0, Sao Paulo, SP ; -23.5904058; -46.6902247 
06089; AV. DO ORATORIO, 0, Sao Paulo, SP ; -23.5828436; -46.5628498 
06090; AV. DO ORATORIO, 0, Sao Paulo, SP ; -23.5828436; -46.5628498 
06500; R.FERNAO CARRILHO, 0, Sao Paulo, SP ; -23.5602392; -46.4081664 
06501; R.FERNAO CARRILHO, 0, Sao Paulo, SP ; -23.5602392; -46.4081664 
06502; R. CONEGO ANTONIO MANZI, 0, Sao Paulo, SP ; -23.5253257; -46.4119406 
06503; R. CONEGO ANTONIO MANZI, 0, Sao Paulo, SP ; -23.5253257; -46.4119406 
06504; R. SALVADOR GIANETTI, 386, Sao Paulo, SP ; -23.5243058; -46.4406411 
06505; R. SALVADOR GIANETTI, 386, Sao Paulo, SP ; -23.5243058; -46.4406411 
06506; R. JARDIM TAMOIO, 0, Sao Paulo, SP ; -23.5551877; -46.4449736 
06507; R. JARDIM TAMOIO, 0, Sao Paulo, SP ; -23.5551877; -46.4449736 
06508; AV. DOS LATINOS, 0, Sao Paulo, SP ; -23.5727977; -46.5057003 
06509; AV. DOS LATINOS, 0, Sao Paulo, SP ; -23.5727977; -46.5057003 
06510; AV. PARANAGUA, 2070, Sao Paulo, SP ; -23.4878898; -46.4794524 
06511; AV. PARANAGUA, 2070, Sao Paulo, SP ; -23.4878898; -46.4794524 
06512; AV. AMADOR BUENO DA VEIGA, 0, Sao Paulo, SP ; -23.5232362; -46.5446635 
06513; AV. AMADOR BUENO DA VEIGA, 0, Sao Paulo, SP ; -23.5232362; -46.5446635 
06514; R. OLHO D AGUA DO BORGES, 184, Sao Paulo, SP ; -23.4961363; -46.5072884 
06515; R. OLHO D AGUA DO BORGES, 184, Sao Paulo, SP ; -23.4961363; -46.5072884 
06516; AV. BARAO DE ALAGOAS, 0, Sao Paulo, SP ; -23.4977767; -46.3979689 
06517; AV. BARAO DE ALAGOAS, 0, Sao Paulo, SP ; -23.4977767; -46.3979689 
06518; R. ITINGUCU, 1503, Sao Paulo, SP ; -23.5274088; -46.501085 
06519; R. ITINGUCU, 1503, Sao Paulo, SP ; -23.5274088; -46.501085 
06520; R. MANUEL BUENO DA FONSECA, 300, Sao Paulo, SP ; -23.4961182; -46.3879796 
06521; R. MANUEL BUENO DA FONSECA, 300, Sao Paulo, SP ; -23.4961182; -46.3879796 
06522; ESTRADA DOM JOAO NERY, 0, Sao Paulo, SP ; -23.5162469; -46.4032698 
06523; ESTRADA DOM JOAO NERY, 0, Sao Paulo, SP ; -23.5162469; -46.4032698 
06524; R. SABBADO D ANGELO, 0, Sao Paulo, SP ; -23.5338153; -46.4519312 
06525; R. SABBADO D ANGELO, 0, Sao Paulo, SP ; -23.5338153; -46.4519312 
06526; R. LUIS MATEUS, 0, Sao Paulo, SP ; -23.542685; -46.4248881 
06527; R. LUIS MATEUS, 0, Sao Paulo, SP ; -23.542685; -46.4248881 
06528; VD. ARMANDO PUGLISI DO BEXIGA, 0, Sao Paulo, SP ; -23.5628739; -46.6457747 
06529; R. MAESTRO CARDIM, 0, Sao Paulo, SP ; -23.5597151; -46.6396228 
06530; R. ENG. EDGAR EGIDIO DE SOUSA, 303, Sao Paulo, SP ; -23.5418247; -46.6636219 
06531; AV. ALVARO RAMOS, 0, Sao Paulo, SP ; -23.5381327; -46.5893516 
06532; AV. ALVARO RAMOS, 0, Sao Paulo, SP ; -23.5381327; -46.5893516 
06533; AV. CELSO GARCIA, 4911, Sao Paulo, SP ; -23.5334709; -46.5652046 
06534; AV. RENATA, 257, Sao Paulo, SP ; -23.5725734; -46.5408197 
06535; AV. RENATA, 257, Sao Paulo, SP ; -23.5725734; -46.5408197 
06536; R. CELSO DE AZEVEDO MARQUES, 196, Sao Paulo, SP ; -23.5681946; -46.5962359 
06537; R. CELSO DE AZEVEDO MARQUES, 196, Sao Paulo, SP ; -23.5681946; -46.5962359 
06538; AV. CANGAIBA, 0, Sao Paulo, SP ; -23.506218; -46.522696 
06539; AV. CANGAIBA, 0, Sao Paulo, SP ; -23.506218; -46.522696 
06540; R. DA PASSAGEM FUNDA, 0, Sao Paulo, SP ; -23.5524168; -46.4134775 
06541; R. DA PASSAGEM FUNDA, 518, Sao Paulo, SP ; -23.5566946; -46.4110615 
06542; R. BENEDITO LEITE DE AVILA, 0, Sao Paulo, SP ; -23.5422313; -46.4132569 
06543; AV. DR. JOSE ARTUR NOVA, 806, Sao Paulo, SP ; -23.4862407; -46.4371892 
06545; AV. BOTURUSSU, 915, Sao Paulo, SP ; -23.4992752; -46.4874496 
06546; AV. BOTURUSSU, 915, Sao Paulo, SP ; -23.4992752; -46.4874496 
06547; AV. CELSO GARCIA, 1907, Sao Paulo, SP ; -23.5367894; -46.5932953 
06548; AV. CELSO GARCIA, 1907, Sao Paulo, SP ; -23.5367894; -46.5932953 
06549; R. SAO TEODORO, 1206, Sao Paulo, SP ; -23.5565596; -46.4497315 
06550; R. SAO TEODORO, 1206, Sao Paulo, SP ; -23.5565596; -46.4497315 
06551; AV. AGUIA DE HAIA, 0, Sao Paulo, SP ; -23.5377996; -46.4867131 
06552; AV. AGUIA DE HAIA, 0, Sao Paulo, SP ; -23.5377996; -46.4867131 
06553; AV. AGUIA DE HAIA, 0, Sao Paulo, SP ; -23.5377996; -46.4867131 
06554; AV. AGUIA DE HAIA, 0, Sao Paulo, SP ; -23.5377996; -46.4867131 
06555; AV. AFONSO DE SAMPAIO E SOUZA, 0, Sao Paulo, SP ; -23.5624949; -46.4658736 
06556; AV. AFONSO DE SAMPAIO E SOUZA, 0, Sao Paulo, SP ; -23.5624949; -46.4658736 
06557; R. AUGUSTO CARLOS BAUMAN, 0, Sao Paulo, SP ; -23.5316515; -46.4470261 
06558; R. AUGUSTO CARLOS BAUMAN, 0, Sao Paulo, SP ; -23.5316515; -46.4470261 
06559; R. DAMASIO PINTO, 294, Sao Paulo, SP ; -23.5289573; -46.4420086 
06560; R. DAMASIO PINTO, 294, Sao Paulo, SP ; -23.5289573; -46.4420086 
06561; AV. LIDER, 0, Sao Paulo, SP ; -23.5537018; -46.4916469 
06562; AV. LIDER, 0, Sao Paulo, SP ; -23.5537018; -46.4916469 
06563; AV. NORDESTINA, 0, Sao Paulo, SP ; -23.4934087; -46.4439375 
06564; AV. NORDESTINA, 0, Sao Paulo, SP ; -23.4934087; -46.4439375 
06565; R. DO ORATORIO, 0, Sao Paulo, SP ; -23.5556989; -46.6000644 
06566; R. DO ORATORIO, 0, Sao Paulo, SP ; -23.5556989; -46.6000644 
06567; AV. CIPRIANO RODRIGUES, 314, Sao Paulo, SP ; -23.5753114; -46.5293155 
06568; AV. CIPRIANO RODRIGUES, 314, Sao Paulo, SP ; -23.5753114; -46.5293155 
06569; AV. OLIVEIRA FREIRE, 0, Sao Paulo, SP ; -23.4850927; -46.4355237 
06570; AV. OLIVEIRA FREIRE, 0, Sao Paulo, SP ; -23.4850927; -46.4355237 
06571; AV. SAO MIGUEL, 2384, Sao Paulo, SP ; -23.5107098; -46.5080916 
06572; AV. SAO MIGUEL, 0, Sao Paulo, SP ; -23.5222343; -46.5260655 
